CONTA,PETRÓLEO,GÁS NATURAL,CARVÃO VAPOR,CARVÃO METALÚRGICO,URÂNIO U3O8,ENERGIA HIDRÁULICA,LENHA,PRODUTOS DA CANA,OUTRAS FONTES PRIMÁRIAS,ENERGIA PRIMÁRIA TOTAL,BIODIESEL,ÓLEO DIESEL,ÓLEO COMBUSTÍVEL,GASOLINA,GLP,NAFTA,QUEROSENE,GÁS DE CIDADE E DE COQUERIA,COQUE DE CARVÃO MINERAL,URÂNIO CONTIDO NO UO2,ELETRICIDADE,CARVÃO VEGETAL,ÁLCOOL ETÍLICO ANIDRO E HIDRATADO,OUTRAS SECUNDÁRIAS DE PETRÓLEO,PRODUTOS NÃO ENERGÉTICOS DE PETRÓLEO,ALCATRÃO,ENERGIA SECUNDÁRIA TOTAL,TOTAL,Ano
 CONSUMO FINAL  ,0,17980,3942.04714271528,0,0,0,16669,28611,7155,74358,2525,46519,3976,25740,8362,6194,3660,1387,7732,0,46291,4293,13602,11724,8094,237,190343,264702,2014-01-01
  CONSUMO FINAL NÃO-ENERGÉTICO,0,684,0.0,0,0,0,0,0,0,684,0,0,0,0,0,6194,5,0,0,0,0,0,582,300,8094,145,15324,16008,2014-01-01
  CONSUMO FINAL ENERGÉTICO,0,17296,3942.04714271528,0,0,0,16669,28611,7155,73674,2525,46519,3976,25740,8362,0,3655,1387,7732,0,46291,4293,13019,11423,0,92,175019,248693,2014-01-01
    SETOR ENERGÉTICO  ,0,5612,0.0,0,0,0,0,12466,0,18078,0,801,311,0,5,0,0,187,0,0,3171,0,0,3984,0,0,8461,26540,2014-01-01
    RESIDENCIAL  ,0,309,0.0,0,0,0,6108,0,443,6862,0,0,0,0,6535,0,3,0,0,0,11377,478,0,0,0,0,18394,25256,2014-01-01
    COMERCIAL  ,0,178,0.0,0,0,0,96,0,81,357,0,6,21,0,442,0,0,0,0,0,7795,91,0,0,0,0,8356,8713,2014-01-01
    PÚBLICO,0,39,0.0,0,0,0,0,0,0,39,0,3,10,0,257,0,0,0,0,0,3685,0,0,0,0,0,3957,3997,2014-01-01
    AGROPECUÁRIO  ,0,0,0.0,0,0,0,2681,0,0,2681,327,5833,24,0,2,0,0,0,0,0,2285,8,11,0,0,0,8492,11173,2014-01-01
    TRANSPORTES - TOTAL  ,0,1594,0.0,0,0,0,0,0,0,1594,2133,38734,995,25740,0,0,3650,0,0,0,170,0,13008,0,0,0,84432,86027,2014-01-01
      RODOVIÁRIO  ,0,1594,0.0,0,0,0,0,0,0,1594,2080,37433,0,25681,0,0,0,0,0,0,0,0,13008,0,0,0,78203,79797,2014-01-01
      FERROVIÁRIO  ,0,0,0.0,0,0,0,0,0,0,0,53,948,0,0,0,0,0,0,0,0,170,0,0,0,0,0,1172,1172,2014-01-01
      AÉREO ,0,0,0.0,0,0,0,0,0,0,0,0,0,0,58,0,0,3650,0,0,0,0,0,0,0,0,0,3708,3708,2014-01-01
      HIDROVIÁRIO  ,0,0,0.0,0,0,0,0,0,0,0,0,352,995,0,0,0,0,0,0,0,0,0,0,0,0,0,1347,1347,2014-01-01
   INDUSTRIAL - TOTAL  ,0,9560,3942.04714271528,0,0,0,7782,16145,6629,44060,63,1139,2613,0,1120,0,1,1199,7732,0,17805,3716,0,7438,0,92,42925,86985,2014-01-01
      CIMENTO  ,0,25,122.58586471415,0,0,0,79,0,364,591,3,67,14,0,17,0,0,0,77,0,681,121,0,3373,0,0,4357,4948,2014-01-01
      FERRO-GUSA E AÇO  ,0,1035,2052.5702940834,0,0,0,0,0,0,3088,1,33,34,0,25,0,0,1199,7237,0,1671,2961,0,40,0,92,13299,16387,2014-01-01
      FERRO-LIGAS  ,0,20,0.0,0,0,0,67,0,0,88,0,6,86,0,23,0,0,0,78,0,680,588,0,127,0,0,1591,1679,2014-01-01
      MINERAÇÃO E PELOTIZAÇÃO,0,707,369.64580801747,0,0,0,0,0,0,1076,22,400,166,0,28,0,1,0,61,0,1057,0,0,543,0,0,2280,3357,2014-01-01
      NÃO-FERROSOS E OUTROS DA METALURGIA,0,895,782.878000030491,0,0,0,0,0,0,1678,0,8,1200,0,41,0,0,0,278,0,2799,13,0,595,0,0,4937,6616,2014-01-01
      QUÍMICA  ,0,2022,168.51513868969,0,0,0,48,0,89,2328,1,18,322,0,217,0,0,0,0,0,1923,17,0,1879,0,0,4380,6708,2014-01-01
      ALIMENTOS E BEBIDAS  ,0,894,65.9499851,0,0,0,2250,16120,10,19341,13,234,177,0,220,0,0,0,0,0,2325,0,0,84,0,0,3054,22396,2014-01-01
      TÊXTIL  ,0,247,0.0,0,0,0,69,0,0,317,0,4,33,0,40,0,0,0,0,0,622,0,0,0,0,0,700,1017,2014-01-01
      PAPEL E CELULOSE  ,0,847,117.18265268255,0,0,0,1712,25,6087,8790,8,155,364,0,72,0,0,0,0,0,1781,0,0,0,0,0,2382,11172,2014-01-01
      CERÂMICA ,0,1338,50.42173295176,0,0,0,2657,0,65,4111,1,24,101,0,171,0,0,0,0,0,376,0,0,291,0,0,967,5079,2014-01-01
      OUTROS  ,0,1526,212.29766644577,0,0,0,897,0,11,2647,10,186,111,0,262,0,0,0,0,0,3888,13,0,502,0,0,4974,7622,2014-01-01
   CONSUMO NÃO-IDENTIFICADO  ,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-01-01
 AJUSTES  ,-315,-105,16.4415907683538,0,0,0,0,0,0,-404,0,-106,-144,46,-54,166,-18,23,0,0,0,0,-78,-76,-16,0,-260,-665,2014-01-01
    PRODUÇÃO  ,104762,27968,3298.44312874634,0,2374,33625,24787,49305,12773,258896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258896,2013-01-01
    IMPORTAÇÃO  ,20372,14926,4205.5335,7837,601,0,0,0,0,47943,0,8500,92,1743,2060,5261,1466,0,1308,3333,3468,0,68,2983,1063,0,31350,79293,2013-01-01
    VARIAÇÃO DE ESTOQUES  ,-4,0,-143.470016231353,-51,2050,0,0,0,0,1849,-25,-129,34,1031,4,124,33,0,23,-4253,0,0,-227,5,64,0,-3314,-1464,2013-01-01
 OFERTA TOTAL  ,125130,42894,7360.50661251499,7786,5026,33625,24787,49305,12773,308689,-25,8371,126,2775,2064,5385,1500,0,1332,-919,3468,0,-159,2989,1127,0,28036,336726,2013-01-01
    EXPORTAÇÃO  ,-20510,0,0.0,0,0,0,0,0,0,-20510,0,-873,-8482,-267,-55,0,-2382,0,0,0,0,0,-1542,-352,-350,0,-14306,-34816,2013-01-01
    NÃO-APROVEITADA  ,0,-1293,0.0,0,0,0,0,0,0,-1293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1293,2013-01-01
    REINJEÇÃO  ,0,-3809,0.0,0,0,0,0,0,0,-3809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3809,2013-01-01
 OFERTA INTERNA BRUTA  ,104619,37791,7360.50661251499,7786,5026,33625,24787,49305,12773,283076,-25,7497,-8356,2508,2009,5385,-882,0,1332,-919,3468,0,-1702,2636,777,0,13729,296805,2013-01-01
 TOTAL TRANSFORMAÇÃO  ,-105123,-19960,-3724.07968431299,-7781,-5026,-33625,-8607,-19826,-5948,-209624,2197,38608,12435,21955,6324,1166,4578,1428,6480,919,49682,4384,14367,9053,7080,209,180875,-28748,2013-01-01
    REFINARIAS DE PETRÓLEO  ,-105084,0,0.0,0,0,0,0,0,-3522,-108607,0,42219,14723,22103,4946,4114,4578,0,0,0,0,0,0,8908,6182,0,107776,-830,2013-01-01
    PLANTAS DE GÁS NATURAL  ,0,-3257,0.0,0,0,0,0,0,973,-2283,0,0,0,0,1193,0,0,0,0,0,0,0,0,0,905,0,2098,-185,2013-01-01
    USINAS DE GASEIFICAÇÃO  ,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-01-01
    COQUERIAS,0,0,0.0,-7781,0,0,0,0,0,-7781,0,0,0,0,0,0,0,1683,6480,0,0,0,0,-818,0,218,7563,-217,2013-01-01
    CICLO DO COMBUSTÍVEL NUCLEAR,0,0,0.0,0,-5026,0,0,0,0,-5026,0,0,0,0,0,0,0,0,0,4945,0,0,0,0,0,0,4945,-80,2013-01-01
    CENTRAIS ELÉTRICAS DE SERVIÇO PÚBLICO,0,-11575,-3565.64763113693,0,0,-31728,-64,0,-665,-47599,-109,-2231,-2016,0,0,0,0,0,0,-4026,41681,0,0,-75,0,0,33222,-14376,2013-01-01
    CENTRAIS ELÉTRICAS AUTOPRODUTORAS,0,-3420,-158.432053176053,0,0,-1896,-270,-5265,-2892,-13903,-3,-881,-271,0,0,0,0,-254,0,0,8000,0,0,-746,0,-8,5834,-8068,2013-01-01
    CARVOARIAS,0,0,0.0,0,0,0,-8273,0,0,-8273,0,0,0,0,0,0,0,0,0,0,0,4384,0,0,0,0,4384,-3888,2013-01-01
    DESTILARIAS,0,0,0.0,0,0,0,0,-14561,0,-14561,0,0,0,0,0,0,0,0,0,0,0,0,14367,0,0,0,14367,-193,2013-01-01
    OUTRAS TRANSFORMAÇÕES,-39,-1707,0.0,0,0,0,0,0,158,-1588,2310,-497,0,-148,185,-2947,0,0,0,0,0,0,0,1785,-8,0,680,-908,2013-01-01
 PERDAS NA DISTRIBUIÇÃO E ARMAZENAGEM  ,0,-403,-6.27,-4,0,0,0,0,0,-414,0,0,0,0,0,0,0,0,-6,0,-8169,-115,-123,-14,0,0,-8428,-8842,2013-01-01
 CONSUMO FINAL  ,0,17406,3630.15787888824,0,0,0,16179,29479,6824,73520,2171,45902,4057,24451,8314,6564,3622,1387,7806,0,44981,4269,12565,11545,7793,209,185645,259165,2013-01-01
  CONSUMO FINAL NÃO-ENERGÉTICO,0,836,0.0,0,0,0,0,0,0,836,0,0,0,0,0,6564,8,0,0,0,0,0,666,339,7793,120,15492,16328,2013-01-01
  CONSUMO FINAL ENERGÉTICO,0,16570,3630.15787888824,0,0,0,16179,29479,6824,72684,2171,45902,4057,24451,8314,0,3614,1387,7806,0,44981,4269,11899,11206,0,89,170152,242837,2013-01-01
    SETOR ENERGÉTICO  ,0,4722,0.0,0,0,0,0,12241,0,16963,0,737,369,0,78,0,0,187,0,0,3146,0,0,3596,0,0,8115,25078,2013-01-01
    RESIDENCIAL  ,0,321,0.0,0,0,0,5741,0,395,6457,0,0,0,0,6521,0,3,0,0,0,10741,401,0,0,0,0,17667,24125,2013-01-01
    COMERCIAL  ,0,181,0.0,0,0,0,96,0,70,347,0,5,14,0,419,0,0,0,0,0,7258,90,0,0,0,0,7787,8135,2013-01-01
    PÚBLICO,0,44,0.0,0,0,0,0,0,0,44,0,4,11,0,256,0,0,0,0,0,3554,0,0,0,0,0,3827,3871,2013-01-01
    AGROPECUÁRIO  ,0,0,0.0,0,0,0,2639,0,0,2639,274,5593,28,0,12,0,0,0,0,0,2045,8,10,0,0,0,7974,10613,2013-01-01
    TRANSPORTES - TOTAL  ,0,1647,0.0,0,0,0,0,0,0,1647,1842,38464,957,24451,0,0,3608,0,0,0,162,0,11889,0,0,0,81374,83022,2013-01-01
      RODOVIÁRIO  ,0,1647,0.0,0,0,0,0,0,0,1647,1794,37155,0,24393,0,0,0,0,0,0,0,0,11889,0,0,0,75232,76879,2013-01-01
      FERROVIÁRIO  ,0,0,0.0,0,0,0,0,0,0,0,47,968,0,0,0,0,0,0,0,0,162,0,0,0,0,0,1177,1177,2013-01-01
      AÉREO ,0,0,0.0,0,0,0,0,0,0,0,0,0,0,58,0,0,3608,0,0,0,0,0,0,0,0,0,3666,3666,2013-01-01
      HIDROVIÁRIO  ,0,0,0.0,0,0,0,0,0,0,0,0,340,957,0,0,0,0,0,0,0,0,0,0,0,0,0,1297,1297,2013-01-01
   INDUSTRIAL - TOTAL  ,0,9653,3630.15787888824,0,0,0,7703,17238,6359,44584,53,1096,2676,0,1026,0,2,1199,7806,0,18073,3769,0,7610,0,89,43405,87989,2013-01-01
      CIMENTO  ,0,30,133.25407788867,0,0,0,83,0,367,614,3,64,16,0,11,0,0,0,78,0,673,127,0,3356,0,0,4332,4947,2013-01-01
      FERRO-GUSA E AÇO  ,0,1283,1807.85475,0,0,0,0,0,0,3091,1,35,39,0,19,0,0,1199,7308,0,1691,3021,0,40,0,89,13447,16538,2013-01-01
      FERRO-LIGAS  ,0,22,0.0,0,0,0,72,0,0,94,0,6,61,0,23,0,0,0,83,0,645,577,0,136,0,0,1535,1630,2013-01-01
      MINERAÇÃO E PELOTIZAÇÃO,0,633,392.830452943,0,0,0,0,0,0,1026,18,376,202,0,37,0,0,0,58,0,1018,0,0,506,0,0,2219,3245,2013-01-01
      NÃO-FERROSOS E OUTROS DA METALURGIA,0,941,746.6772,0,0,0,0,0,0,1688,0,8,1148,0,44,0,0,0,275,0,3105,11,0,653,0,0,5247,6935,2013-01-01
      QUÍMICA  ,0,2036,152.3589508,0,0,0,49,0,90,2329,1,22,424,0,192,0,0,0,0,0,1962,18,0,2035,0,0,4656,6986,2013-01-01
      ALIMENTOS E BEBIDAS  ,0,687,69.2201206,0,0,0,2272,17212,10,20253,12,246,198,0,186,0,0,0,0,0,2356,0,0,85,0,0,3085,23338,2013-01-01
      TÊXTIL  ,0,312,0.0,0,0,0,71,0,0,383,0,5,45,0,30,0,0,0,0,0,634,0,0,0,0,0,717,1101,2013-01-01
      PAPEL E CELULOSE  ,0,808,123.70442751238,0,0,0,1615,25,5814,8388,6,129,304,0,60,0,0,0,0,0,1685,0,0,0,0,0,2185,10574,2013-01-01
      CERÂMICA ,0,1353,38.73682303,0,0,0,2630,0,65,4088,1,23,124,0,163,0,0,0,0,0,380,0,0,288,0,0,981,5069,2013-01-01
      OUTROS  ,0,1542,165.52107611419,0,0,0,906,0,9,2624,8,178,110,0,257,0,0,0,0,0,3920,13,0,507,0,0,4997,7622,2013-01-01
   CONSUMO NÃO-IDENTIFICADO  ,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-01-01
 AJUSTES  ,504,-21,0.000950686240034877,0,0,0,0,0,0,483,0,-204,-21,-12,-20,12,-73,-41,0,0,0,0,24,-130,-63,0,-531,-48,2013-01-01
    PRODUÇÃO  ,107257,25573,2517.33856268433,0,3880,35719,25682,45116,11706,257454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257454,2012-01-01
    IMPORTAÇÃO  ,17855,11601,3313.343208225,7840,3853,0,0,0,0,44465,0,8241,217,2915,1743,5380,1537,0,1097,6522,3502,0,291,2933,1027,0,35410,79875,2012-01-01
    VARIAÇÃO DE ESTOQUES  ,542,0,107.530391658037,185,-1047,0,0,0,0,-211,28,319,72,1009,-59,57,21,0,226,-8923,0,0,-249,-24,-31,0,-7552,-7764,2012-01-01
 OFERTA TOTAL  ,125656,37175,5938.21216256737,8025,6687,35719,25682,45116,11706,301708,28,8561,290,3924,1684,5437,1559,0,1324,-2401,3502,0,41,2909,995,0,27858,329566,2012-01-01
    EXPORTAÇÃO  ,-27608,0,0.0,0,0,0,0,0,0,-27608,0,-671,-8711,-116,-19,0,-2255,0,0,0,-40,0,-1601,-277,-240,0,-13933,-41542,2012-01-01
    NÃO-APROVEITADA  ,0,-1430,0.0,0,0,0,0,0,0,-1430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1430,2012-01-01
    REINJEÇÃO  ,0,-3147,0.0,0,0,0,0,0,0,-3147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3147,2012-01-01
 OFERTA INTERNA BRUTA  ,98047,32598,5938.21216256737,8025,6687,35719,25682,45116,11706,269522,28,7889,-8421,3808,1665,5437,-696,0,1324,-2401,3461,0,-1560,2631,755,0,13924,283446,2012-01-01
 TOTAL TRANSFORMAÇÃO  ,-98066,-14808,-2341.34638902761,-8022,-6687,-35719,-9212,-16740,-5349,-196948,2040,35543,12483,20684,6345,1957,4477,1470,6681,2401,47982,4721,12202,8522,6624,215,174356,-22591,2012-01-01
    REFINARIAS DE PETRÓLEO  ,-97676,0,0.0,0,0,0,0,0,-3770,-101446,0,38915,13846,19905,5098,4950,4477,0,0,0,0,0,0,7947,6014,0,101155,-291,2012-01-01
    PLANTAS DE GÁS NATURAL  ,0,-3187,0.0,0,0,0,0,0,918,-2269,0,0,0,140,1057,0,0,0,0,0,0,0,0,0,881,0,2078,-190,2012-01-01
    USINAS DE GASEIFICAÇÃO  ,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-01-01
    COQUERIAS,0,0,0.0,-8022,0,0,0,0,0,-8022,0,0,0,0,0,0,0,1735,6681,0,0,0,0,-835,0,224,7806,-215,2012-01-01
    CICLO DO COMBUSTÍVEL NUCLEAR,0,0,0.0,0,-6687,0,0,0,0,-6687,0,0,0,0,0,0,0,0,0,6580,0,0,0,0,0,0,6580,-106,2012-01-01
    CENTRAIS ELÉTRICAS DE SERVIÇO PÚBLICO,0,-6700,-2179.9555945,0,0,-33959,-45,0,-520,-43405,-105,-2148,-1052,0,0,0,0,0,0,-4179,40804,0,0,-52,0,0,33265,-10140,2012-01-01
    CENTRAIS ELÉTRICAS AUTOPRODUTORAS,0,-3139,-161.390794527608,0,0,-1759,-258,-4427,-2612,-12359,-6,-926,-293,0,0,0,0,-264,0,0,7178,0,0,-576,0,-9,5102,-7257,2012-01-01
    CARVOARIAS,0,0,0.0,0,0,0,-8909,0,0,-8909,0,0,0,0,0,0,0,0,0,0,0,4721,0,0,0,0,4721,-4187,2012-01-01
    DESTILARIAS,0,0,0.0,0,0,0,0,-12313,0,-12313,0,0,0,0,0,0,0,0,0,0,0,0,12202,0,0,0,12202,-111,2012-01-01
    OUTRAS TRANSFORMAÇÕES,-390,-1781,0.0,0,0,0,0,0,636,-1535,2152,-296,-16,639,189,-2993,0,0,0,0,0,0,0,2039,-271,0,1443,-91,2012-01-01
 PERDAS NA DISTRIBUIÇÃO E ARMAZENAGEM  ,0,-336,-7.98,-3,0,0,0,0,0,-347,0,0,0,0,0,0,0,0,-6,0,-8115,-124,-105,-14,0,0,-8365,-8713,2012-01-01
 CONSUMO FINAL  ,0,17325,3589.33795589912,0,0,0,16469,28375,6356,72117,2068,43474,3994,24511,8022,7424,3784,1430,7998,0,43329,4597,10522,11152,7399,215,179927,252044,2012-01-01
  CONSUMO FINAL NÃO-ENERGÉTICO,0,898,0.0,0,0,0,0,0,0,898,0,0,0,0,0,7424,15,0,0,0,0,0,606,405,7399,116,15966,16865,2012-01-01
  CONSUMO FINAL ENERGÉTICO,0,16427,3589.33795589912,0,0,0,16469,28375,6356,71219,2068,43474,3994,24511,8022,0,3768,1430,7998,0,43329,4597,9916,10747,0,99,163960,235179,2012-01-01
    SETOR ENERGÉTICO  ,0,4471,0.0,0,0,0,0,10507,0,14979,0,687,374,0,0,0,0,193,0,0,2734,0,0,3104,0,0,7093,22073,2012-01-01
    RESIDENCIAL  ,0,295,0.0,0,0,0,6472,0,352,7120,0,0,0,0,6393,0,4,0,0,0,10117,478,0,0,0,0,16993,24113,2012-01-01
    COMERCIAL  ,0,192,0.0,0,0,0,96,0,59,348,0,8,19,0,438,0,0,0,0,0,6862,90,0,0,0,0,7419,7768,2012-01-01
    PÚBLICO,0,44,0.0,0,0,0,0,0,0,44,0,6,8,0,255,0,0,0,0,0,3424,0,0,0,0,0,3695,3740,2012-01-01
    AGROPECUÁRIO  ,0,0,0.0,0,0,0,2421,0,0,2421,275,5594,21,0,11,0,0,0,0,0,2001,7,10,0,0,0,7920,10342,2012-01-01
    TRANSPORTES - TOTAL  ,0,1708,0.0,0,0,0,0,0,0,1708,1743,36171,938,24511,0,0,3761,0,0,0,162,0,9906,0,0,0,77195,78904,2012-01-01
      RODOVIÁRIO  ,0,1708,0.0,0,0,0,0,0,0,1708,1695,34836,0,24453,0,0,0,0,0,0,0,0,9906,0,0,0,70892,72601,2012-01-01
      FERROVIÁRIO  ,0,0,0.0,0,0,0,0,0,0,0,47,976,0,0,0,0,0,0,0,0,162,0,0,0,0,0,1186,1186,2012-01-01
      AÉREO ,0,0,0.0,0,0,0,0,0,0,0,0,0,0,58,0,0,3761,0,0,0,0,0,0,0,0,0,3819,3819,2012-01-01
      HIDROVIÁRIO  ,0,0,0.0,0,0,0,0,0,0,0,0,358,938,0,0,0,0,0,0,0,0,0,0,0,0,0,1297,1297,2012-01-01
   INDUSTRIAL - TOTAL  ,0,9713,3589.33795589912,0,0,0,7480,17868,5944,44596,49,1004,2633,0,924,0,2,1236,7998,0,18027,4022,0,7643,0,99,43641,88238,2012-01-01
      CIMENTO  ,0,55,107.64368967598,0,0,0,81,0,356,600,3,66,16,0,9,0,0,0,74,0,660,142,0,3249,0,0,4221,4822,2012-01-01
      FERRO-GUSA E AÇO  ,0,1218,1854.1877472,0,0,0,0,0,0,3072,1,36,29,0,19,0,0,1236,7494,0,1695,3338,0,40,0,99,13991,17064,2012-01-01
      FERRO-LIGAS  ,0,2,0.0,0,0,0,80,0,0,83,0,7,46,0,20,0,1,0,93,0,665,498,0,147,0,0,1481,1564,2012-01-01
      MINERAÇÃO E PELOTIZAÇÃO,0,673,392.59434472197,0,0,0,0,0,0,1065,17,365,190,0,31,0,0,0,57,0,1010,0,0,498,0,0,2172,3238,2012-01-01
      NÃO-FERROSOS E OUTROS DA METALURGIA,0,856,750.8325,0,0,0,0,0,0,1607,0,11,1163,0,31,0,0,0,278,0,3254,10,0,699,0,0,5449,7057,2012-01-01
      QUÍMICA  ,0,2217,163.50583726585,0,0,0,47,0,90,2518,0,12,328,0,189,0,0,0,0,0,2022,19,0,2144,0,0,4718,7236,2012-01-01
      ALIMENTOS E BEBIDAS  ,0,720,68.27438947698,0,0,0,2319,17843,11,20962,9,201,270,0,167,0,0,0,0,0,2423,0,0,86,0,0,3159,24122,2012-01-01
      TÊXTIL  ,0,317,0.0,0,0,0,72,0,0,389,0,7,45,0,28,0,0,0,0,0,644,0,0,0,0,0,726,1115,2012-01-01
      PAPEL E CELULOSE  ,0,768,123.50285294724,0,0,0,1531,24,5417,7865,5,117,328,0,50,0,0,0,0,0,1635,0,0,0,0,0,2137,10002,2012-01-01
      CERÂMICA ,0,1314,34.87559222449,0,0,0,2458,0,61,3868,1,26,112,0,160,0,0,0,0,0,358,0,0,274,0,0,934,4803,2012-01-01
      OUTROS  ,0,1569,93.92100238661,0,0,0,889,0,8,2561,7,153,101,0,214,0,0,0,0,0,3654,12,0,502,0,0,4648,7209,2012-01-01
   CONSUMO NÃO-IDENTIFICADO  ,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-01-01
 AJUSTES  ,18,-127,0.452182359359721,0,0,0,0,0,0,-108,0,40,-67,18,11,28,3,-40,0,0,0,0,-15,12,19,0,12,-96,2012-01-01
    PRODUÇÃO  ,108976,23888,2133.83545329081,0,4208,36836,25996,43269,11496,256807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256807,2011-01-01
    IMPORTAÇÃO  ,17139,9223,3546.771631617,8659,965,0,0,0,0,39534,0,7914,678,1688,2071,5454,1482,0,1478,2320,3305,0,600,3469,1062,0,31525,71060,2011-01-01
    VARIAÇÃO DE ESTOQUES  ,-758,0,-148.104120751454,-236,1887,0,0,0,0,744,-99,-231,-25,112,-7,23,-76,0,56,-5196,0,0,-76,-21,-7,0,-5549,-4804,2011-01-01
 OFERTA TOTAL  ,125357,33111,5532.50296415635,8422,7061,36836,25996,43269,11496,297086,-99,7682,652,1801,2063,5478,1405,0,1534,-2875,3305,0,524,3448,1055,0,25976,323062,2011-01-01
    EXPORTAÇÃO  ,-31221,0,-40.47,0,0,0,0,0,0,-31261,0,-941,-8900,-249,-26,0,-2168,0,0,0,-218,0,-1016,-236,-427,0,-14185,-45446,2011-01-01
    NÃO-APROVEITADA  ,0,-1665,0.0,0,0,0,0,0,0,-1665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1665,2011-01-01
    REINJEÇÃO  ,0,-3724,0.0,0,0,0,0,0,0,-3724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3724,2011-01-01
 OFERTA INTERNA BRUTA  ,94136,27721,5492.03296415635,8422,7061,36836,25996,43269,11496,260434,-99,6741,-8247,1551,2037,5478,-762,0,1534,-2875,3086,0,-492,3211,627,0,11791,272225,2011-01-01
 TOTAL TRANSFORMAÇÃO  ,-93641,-9635,-1750.09057110486,-8400,-7061,-36836,-9593,-15957,-5025,-187901,2031,34483,12651,19001,5962,1908,4460,1497,6681,2875,45731,4932,11904,8219,6627,223,169191,-18710,2011-01-01
    REFINARIAS DE PETRÓLEO  ,-93641,0,0.0,0,0,0,0,0,-2525,-96167,0,36478,13385,18139,4846,4880,4460,0,0,0,0,0,0,7370,6054,0,95614,-552,2011-01-01
    PLANTAS DE GÁS NATURAL  ,0,-3043,0.0,0,0,0,0,0,1162,-1881,0,0,0,140,929,0,0,0,0,0,0,0,0,0,641,0,1711,-170,2011-01-01
    USINAS DE GASEIFICAÇÃO  ,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-01-01
    COQUERIAS,0,0,0.0,-8400,0,0,0,0,0,-8400,0,0,0,0,0,0,0,1798,6681,0,0,0,0,-803,0,234,7910,-489,2011-01-01
    CICLO DO COMBUSTÍVEL NUCLEAR,0,0,0.0,0,-7061,0,0,0,0,-7061,0,0,0,0,0,0,0,0,0,6956,0,0,0,0,0,0,6956,-105,2011-01-01
    CENTRAIS ELÉTRICAS DE SERVIÇO PÚBLICO,0,-2896,-1591.3851885,0,0,-34883,-18,0,-289,-39680,-79,-1611,-468,0,0,0,0,0,0,-4080,39106,0,0,-36,0,0,32829,-6850,2011-01-01
    CENTRAIS ELÉTRICAS AUTOPRODUTORAS,0,-2331,-158.705382604861,0,0,-1953,-267,-3981,-2563,-11255,-6,-383,-264,0,0,0,0,-300,0,0,6624,0,0,-440,0,-10,5218,-6036,2011-01-01
    CARVOARIAS,0,0,0.0,0,0,0,-9306,0,0,-9306,0,0,0,0,0,0,0,0,0,0,0,4932,0,0,0,0,4932,-4374,2011-01-01
    DESTILARIAS,0,0,0.0,0,0,0,0,-11975,0,-11975,0,0,0,0,0,0,0,0,0,0,0,0,11904,0,0,0,11904,-71,2011-01-01
    OUTRAS TRANSFORMAÇÕES,0,-1363,0.0,0,0,0,0,0,-809,-2172,2116,0,0,722,186,-2972,0,0,0,0,0,0,0,2128,-68,0,2113,-58,2011-01-01
 PERDAS NA DISTRIBUIÇÃO E ARMAZENAGEM  ,0,-409,-28.5,-22,0,0,0,0,0,-460,0,0,0,0,0,0,-8,0,-6,0,-7454,-129,-113,-83,-25,0,-7821,-8281,2011-01-01
 CONSUMO FINAL  ,0,17704,3714.70323019178,0,0,0,16403,27312,6471,71606,1931,41482,4428,20891,8000,7385,3593,1490,8209,0,41363,4803,11288,11373,7529,223,173996,245602,2011-01-01
  CONSUMO FINAL NÃO-ENERGÉTICO,0,897,0.0,0,0,0,0,0,0,897,0,0,0,0,0,7385,16,0,0,0,0,0,544,342,7529,121,15940,16837,2011-01-01
  CONSUMO FINAL ENERGÉTICO,0,16807,3714.70323019178,0,0,0,16403,27312,6471,70709,1931,41482,4428,20891,8000,0,3577,1490,8209,0,41363,4803,10743,11031,0,102,158055,228765,2011-01-01
    SETOR ENERGÉTICO  ,0,4671,0.0,0,0,0,0,10411,0,15082,0,945,519,0,13,0,0,202,0,0,2082,0,0,3324,0,0,7087,22170,2011-01-01
